FILENAME:   /home/mcs001/s132664/testsets/IP/miplib2017/neos-3603137-hoteo.mps.gz
SETTINGS:   settings_isopr_minimalindexbranching_avoidsubtreenodes
TIMELIMIT:  7200
OUTPUTNAME: final_miplib_symretope_if_extended_generating_set_cpx_v802__settings_isopr_minimalindexbranching_avoidsubtreenodes__3__
BINNAME:    bin/symmetries.linux.x86_64.gnu.opt.cpx
BASENAME:   neos-3603137-hoteo.mps.gz
SEED:       3
@01 /home/mcs001/s132664/testsets/IP/miplib2017/neos-3603137-hoteo.mps.gz ===========
@02 neos-3603137-hoteo.mps.gz
@03 1686566932
SCIP version 8.0.2 [precision: 8 byte] [memory: block] [mode: optimized] [LP solver: CPLEX 20.1.0.0] [GitHash: 5f0473c]
Copyright (C) 2002-2022 Konrad-Zuse-Zentrum fuer Informationstechnik Berlin (ZIB)

Symmetry handling routines - (c) Marc Pfetsch, Thomas Rehn, Christopher Hojny.
[GitHash: a1587cb]


Turned off presolver <gateextraction>.
reading parameter file <../settings/settings_isopr_minimalindexbranching_avoidsubtreenodes.set> ...

Changed settings:
limits/time = 7200
limits/restarts = 0
randomization/randomseedshift = 3
constraints/orbitope/sepafreq = -1
constraints/orbitope/propfreq = 1
presolving/gateextraction/maxrounds = 0
propagating/isoprune/avoidsubtreenodes = TRUE
useisoprune = TRUE
usebranchfirst = TRUE


solving problem ...

original problem has 4003 variables (3913 bin, 90 int, 0 impl, 0 cont) and 10510 constraints
presolving:
(round 1, fast)       108 del vars, 198 del conss, 0 add conss, 72 chg bounds, 3762 chg sides, 3708 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
(round 2, exhaustive) 108 del vars, 198 del conss, 0 add conss, 72 chg bounds, 3762 chg sides, 3708 chg coeffs, 2932 upgd conss, 0 impls, 0 clqs
   (0.4s) probing: 1000/3841 (26.0%) - 0 fixings, 0 aggregations, 1998 implications, 0 bound changes
   (0.4s) probing: 1001/3841 (26.1%) - 0 fixings, 0 aggregations, 2000 implications, 0 bound changes
   (0.4s) probing aborted: 1000/1000 successive useless probings
Required symmetry:			(1 bin, 0 int, 0 cont); (fixed: 0 bin, 1 int, 0 cont)
Time for symmetry detection:		0.18 	(matrix graph, 27341 nodes, 77176 edges)
Number of generators:			360 	(max: 1500)
Log10 of symmetry group order:		121.0
Number of vars moved by some symmetry:	648
Total time for symmetry detection:	0.24

Turned off presolver <domcol>.
Turned off presolver <components>.

presolving (3 rounds: 3 fast, 2 medium, 2 exhaustive):
 108 deleted vars, 198 deleted constraints, 0 added constraints, 72 tightened bounds, 0 added holes, 3762 changed sides, 3708 changed coefficients
 2000 implications, 0 cliques
presolved problem has 3895 variables (3841 bin, 54 int, 0 impl, 0 cont) and 10313 constraints
    160 constraints of type <knapsack>
   7380 constraints of type <linear>
   2772 constraints of type <logicor>
      1 constraints of type <symmetries>
transformed objective value is always integral (scale: 1)
Presolving Time: 0.67

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |frac |vars |cons |cols |rows |cuts |confs|strbr|  dualbound   | primalbound  |  gap   
  0.8s|     1 |     0 |   197 |     - |    62M |   0 |2911 |3895 |  10k|3895 |  10k|   0 |   3 |   0 | 0.000000e+00 |      --      |    Inf 
  1.9s|     1 |     2 |  5242 |     - |    65M |   0 |2911 |3895 |  10k|3895 |  10k|   0 |   3 |   0 | 0.000000e+00 |      --      |    Inf 
  4.6s|   100 |   101 |  5578 |   3.4 |    66M |  99 |2929 |3895 |  10k|3895 |  10k|   0 |   3 |   0 | 0.000000e+00 |      --      |    Inf 
 14.4s|   200 |   177 | 15376 |  50.9 |    68M | 149 |   - |3895 |  10k|   0 |   0 |   0 |  62 |   0 | 0.000000e+00 |      --      |    Inf 
 20.1s|   300 |   261 | 28006 |  76.1 |    68M | 150 |2771 |3895 |  10k|3895 |  10k|   0 | 228 |   0 | 0.000000e+00 |      --      |    Inf 
 22.7s|   400 |   329 | 28594 |  58.5 |    69M | 150 |   - |3895 |  10k|   0 |   0 |   0 | 270 |   0 | 0.000000e+00 |      --      |    Inf 
 25.8s|   500 |   403 | 30885 |  51.4 |    69M | 150 |2911 |3895 |  10k|3895 |  10k|   0 | 377 |   0 | 0.000000e+00 |      --      |    Inf 
 29.2s|   600 |   495 | 34427 |  48.7 |    70M | 150 |2910 |3895 |  11k|3895 |  10k|   0 | 842 |   0 | 0.000000e+00 |      --      |    Inf 
 31.9s|   700 |   579 | 35064 |  42.7 |    72M | 150 |2692 |3895 |  11k|3895 |  10k|   0 | 856 |   0 | 0.000000e+00 |      --      |    Inf 
 35.5s|   800 |   671 | 36922 |  39.6 |    72M | 150 |2723 |3895 |  11k|3895 |  10k|   0 | 952 |   0 | 0.000000e+00 |      --      |    Inf 
 39.6s|   900 |   766 | 37662 |  36.1 |    72M | 150 |2919 |3895 |  11k|3895 |  10k|   0 | 965 |   0 | 0.000000e+00 |      --      |    Inf 
 42.5s|  1000 |   863 | 38301 |  33.1 |    72M | 150 |2914 |3895 |  11k|3895 |  10k|   0 | 973 |   0 | 0.000000e+00 |      --      |    Inf 
 45.1s|  1100 |   928 | 38834 |  30.6 |    72M | 150 |2868 |3895 |  11k|3895 |  10k|   0 |1003 |   0 | 0.000000e+00 |      --      |    Inf 
 47.5s|  1200 |  1021 | 40693 |  29.6 |    74M | 150 |2903 |3895 |  11k|3895 |  10k|   0 |1022 |   0 | 0.000000e+00 |      --      |    Inf 
 50.2s|  1300 |  1107 | 41298 |  27.8 |    75M | 150 |2906 |3895 |  11k|3895 |  10k|   0 |1316 |   0 | 0.000000e+00 |      --      |    Inf 
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |frac |vars |cons |cols |rows |cuts |confs|strbr|  dualbound   | primalbound  |  gap   
 52.0s|  1400 |  1204 | 41710 |  26.1 |    75M | 150 |2929 |3895 |  11k|3895 |  10k|   0 |1367 |   0 | 0.000000e+00 |      --      |    Inf 
 54.4s|  1500 |  1288 | 44028 |  25.9 |    75M | 150 |   - |3895 |  11k|   0 |   0 |   0 |1565 |   0 | 0.000000e+00 |      --      |    Inf 
 57.5s|  1600 |  1382 | 48131 |  26.8 |    76M | 150 |2985 |3895 |  11k|3895 |  10k|   0 |1877 |   0 | 0.000000e+00 |      --      |    Inf 
 60.6s|  1700 |  1478 | 48625 |  25.5 |    77M | 150 |2936 |3895 |  11k|3895 |  10k|   0 |2053 |   0 | 0.000000e+00 |      --      |    Inf 
 62.1s|  1800 |  1562 | 49909 |  24.8 |    77M | 150 |2555 |3895 |  11k|3895 |  10k|   0 |2106 |   0 | 0.000000e+00 |      --      |    Inf 
 63.4s|  1900 |  1642 | 51030 |  24.1 |    77M | 150 |2567 |3895 |  11k|3895 |  10k|   0 |2119 |   0 | 0.000000e+00 |      --      |    Inf 
 64.5s|  2000 |  1676 | 51237 |  23.0 |    77M | 166 |   - |3895 |  11k|   0 |   0 |   0 |2154 |   0 | 0.000000e+00 |      --      |    Inf 
 65.1s|  2100 |  1698 | 51305 |  21.9 |    77M | 227 |   - |3895 |  11k|   0 |   0 |   0 |2195 |   0 | 0.000000e+00 |      --      |    Inf 
 65.5s|  2200 |  1728 | 51575 |  21.1 |    77M | 291 |2253 |3895 |  11k|3895 |  10k|   0 |2226 |   0 | 0.000000e+00 |      --      |    Inf 
 66.0s|  2300 |  1752 | 51833 |  20.3 |    77M | 354 |   - |3895 |  11k|   0 |   0 |   0 |2280 |   0 | 0.000000e+00 |      --      |    Inf 
 66.7s|  2400 |  1754 | 51998 |  19.5 |    77M | 393 |2097 |3895 |  11k|3895 |  10k|   0 |2334 |   0 | 0.000000e+00 |      --      |    Inf 
 67.8s|  2500 |  1770 | 52058 |  18.7 |    77M | 410 |2037 |3895 |  11k|3895 |  10k|   0 |2354 |   0 | 0.000000e+00 |      --      |    Inf 
 68.7s|  2600 |  1798 | 52304 |  18.1 |    77M | 412 |   - |3895 |  11k|   0 |   0 |   0 |2379 |   0 | 0.000000e+00 |      --      |    Inf 
 69.1s|  2700 |  1806 | 52860 |  17.6 |    77M | 412 |   - |3895 |  11k|   0 |   0 |   0 |2399 |   0 | 0.000000e+00 |      --      |    Inf 
 69.5s|  2800 |  1802 | 52947 |  17.0 |    77M | 412 |   - |3895 |  11k|   0 |   0 |   0 |2410 |   0 | 0.000000e+00 |      --      |    Inf 
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |frac |vars |cons |cols |rows |cuts |confs|strbr|  dualbound   | primalbound  |  gap   
 70.0s|  2900 |  1808 | 53107 |  16.5 |    77M | 412 |2283 |3895 |  11k|3895 |  10k|   0 |2438 |   0 | 0.000000e+00 |      --      |    Inf 
 70.9s|  3000 |  1804 | 53568 |  16.1 |    79M | 412 |   - |3895 |  11k|   0 |   0 |   0 |2490 |   0 | 0.000000e+00 |      --      |    Inf 
 71.7s|  3100 |  1806 | 53706 |  15.6 |    79M | 412 |2099 |3895 |  11k|3895 |  10k|   0 |2506 |   0 | 0.000000e+00 |      --      |    Inf 
 72.3s|  3200 |  1810 | 54238 |  15.3 |    79M | 412 |2096 |3895 |  11k|3895 |  10k|   0 |2512 |   0 | 0.000000e+00 |      --      |    Inf 
 73.5s|  3300 |  1811 | 54396 |  14.9 |    79M | 412 |2131 |3895 |  11k|3895 |  10k|   0 |2553 |   0 | 0.000000e+00 |      --      |    Inf 
 74.7s|  3400 |  1811 | 54551 |  14.5 |    79M | 412 |   - |3895 |  11k|   0 |   0 |   0 |2560 |   0 | 0.000000e+00 |      --      |    Inf 
 75.6s|  3500 |  1800 | 54650 |  14.1 |    79M | 412 |2182 |3895 |  11k|3895 |  10k|   0 |2566 |   0 | 0.000000e+00 |      --      |    Inf 
 76.3s|  3600 |  1802 | 54998 |  13.8 |    79M | 412 |2135 |3895 |  11k|3895 |  10k|   0 |2607 |   0 | 0.000000e+00 |      --      |    Inf 
 76.8s|  3700 |  1796 | 55309 |  13.5 |    79M | 412 |   - |3895 |  11k|   0 |   0 |   0 |2658 |   0 | 0.000000e+00 |      --      |    Inf 
 77.9s|  3800 |  1798 | 55551 |  13.2 |    79M | 412 |   - |3895 |  11k|   0 |   0 |   0 |2660 |   0 | 0.000000e+00 |      --      |    Inf 
 78.6s|  3900 |  1794 | 55633 |  12.9 |    79M | 412 |   - |3895 |  11k|   0 |   0 |   0 |2668 |   0 | 0.000000e+00 |      --      |    Inf 
 79.5s|  4000 |  1798 | 55784 |  12.6 |    79M | 412 |2078 |3895 |  11k|3895 |  10k|   0 |2668 |   0 | 0.000000e+00 |      --      |    Inf 
 80.3s|  4100 |  1794 | 55878 |  12.4 |    79M | 412 |2140 |3895 |  11k|3895 |  10k|   0 |2668 |   0 | 0.000000e+00 |      --      |    Inf 
 81.4s|  4200 |  1790 | 56058 |  12.1 |    79M | 412 |2440 |3895 |  11k|3895 |  10k|   0 |2678 |   0 | 0.000000e+00 |      --      |    Inf 
 82.2s|  4300 |  1787 | 56855 |  12.0 |    79M | 412 |   - |3895 |  11k|   0 |   0 |   0 |2706 |   0 | 0.000000e+00 |      --      |    Inf 
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |frac |vars |cons |cols |rows |cuts |confs|strbr|  dualbound   | primalbound  |  gap   
 83.2s|  4400 |  1799 | 57234 |  11.8 |    79M | 412 |2178 |3895 |  11k|3895 |  10k|   0 |2764 |   0 | 0.000000e+00 |      --      |    Inf 
 84.5s|  4500 |  1786 | 57405 |  11.6 |    79M | 412 |   - |3895 |  11k|   0 |   0 |   0 |2862 |   0 | 0.000000e+00 |      --      |    Inf 
 85.0s|  4600 |  1793 | 58066 |  11.5 |    79M | 412 |2186 |3895 |  11k|3895 |  10k|   0 |2873 |   0 | 0.000000e+00 |      --      |    Inf 
 86.0s|  4700 |  1804 | 58308 |  11.3 |    79M | 412 |2384 |3895 |  11k|3895 |  10k|   0 |2909 |   0 | 0.000000e+00 |      --      |    Inf 
 86.6s|  4800 |  1803 | 58380 |  11.1 |    79M | 412 |2184 |3895 |  11k|3895 |  10k|   0 |2935 |   0 | 0.000000e+00 |      --      |    Inf 
 87.5s|  4900 |  1796 | 59356 |  11.0 |    79M | 412 |   - |3895 |  11k|   0 |   0 |   0 |2995 |   0 | 0.000000e+00 |      --      |    Inf 
 88.5s|  5000 |  1802 | 59746 |  10.9 |    79M | 412 |2062 |3895 |  11k|3895 |  10k|   0 |3025 |   0 | 0.000000e+00 |      --      |    Inf 
 89.3s|  5100 |  1802 | 60515 |  10.8 |    79M | 412 |1535 |3895 |  11k|3895 |  10k|   0 |3034 |   0 | 0.000000e+00 |      --      |    Inf 
 90.1s|  5200 |  1800 | 61284 |  10.8 |    79M | 412 |   - |3895 |  11k|   0 |   0 |   0 |3037 |   0 | 0.000000e+00 |      --      |    Inf 
 90.4s|  5300 |  1804 | 62080 |  10.7 |    79M | 412 |1507 |3895 |  11k|3895 |  10k|   0 |3037 |   0 | 0.000000e+00 |      --      |    Inf 
 91.0s|  5400 |  1802 | 62433 |  10.6 |    79M | 412 |1513 |3895 |  11k|3895 |  10k|   0 |3037 |   0 | 0.000000e+00 |      --      |    Inf 
 91.5s|  5500 |  1800 | 62757 |  10.5 |    79M | 412 |   - |3895 |  11k|   0 |   0 |   0 |3037 |   0 | 0.000000e+00 |      --      |    Inf 
 91.8s|  5600 |  1798 | 63016 |  10.3 |    79M | 412 |   - |3895 |  11k|   0 |   0 |   0 |3037 |   0 | 0.000000e+00 |      --      |    Inf 
 93.0s|  5700 |  1798 | 63375 |  10.2 |    79M | 412 |1525 |3895 |  11k|3895 |  10k|   0 |3037 |   0 | 0.000000e+00 |      --      |    Inf 
 93.8s|  5800 |  1798 | 63923 |  10.1 |    79M | 412 |   - |3895 |  11k|   0 |   0 |   0 |3056 |   0 | 0.000000e+00 |      --      |    Inf 
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |frac |vars |cons |cols |rows |cuts |confs|strbr|  dualbound   | primalbound  |  gap   
 94.4s|  5900 |  1798 | 64179 |  10.0 |    79M | 412 |2157 |3895 |  11k|3895 |  10k|   0 |3078 |   0 | 0.000000e+00 |      --      |    Inf 
 95.2s|  6000 |  1798 | 64343 |   9.9 |    79M | 412 |2207 |3895 |  11k|3895 |  10k|   0 |3088 |   0 | 0.000000e+00 |      --      |    Inf 
 95.8s|  6100 |  1796 | 64445 |   9.7 |    79M | 412 |2261 |3895 |  11k|3895 |  10k|   0 |3088 |   0 | 0.000000e+00 |      --      |    Inf 
 96.7s|  6200 |  1802 | 64653 |   9.6 |    79M | 412 |2440 |3895 |  11k|3895 |  10k|   0 |3098 |   0 | 0.000000e+00 |      --      |    Inf 
 97.5s|  6300 |  1806 | 65023 |   9.5 |    79M | 412 |   - |3895 |  11k|   0 |   0 |   0 |3110 |   0 | 0.000000e+00 |      --      |    Inf 
 98.3s|  6400 |  1806 | 65199 |   9.4 |    79M | 412 |   - |3895 |  11k|   0 |   0 |   0 |3110 |   0 | 0.000000e+00 |      --      |    Inf 
 99.0s|  6500 |  1804 | 65349 |   9.2 |    79M | 412 |   - |3895 |  11k|   0 |   0 |   0 |3110 |   0 | 0.000000e+00 |      --      |    Inf 
 99.6s|  6600 |  1804 | 65507 |   9.1 |    79M | 412 |2359 |3895 |  11k|3895 |  10k|   0 |3114 |   0 | 0.000000e+00 |      --      |    Inf 
  100s|  6700 |  1802 | 65711 |   9.0 |    80M | 412 |2401 |3895 |  11k|3895 |  10k|   0 |3165 |   0 | 0.000000e+00 |      --      |    Inf 
  101s|  6800 |  1806 | 66037 |   8.9 |    80M | 412 |2341 |3895 |  11k|3895 |  10k|   0 |3232 |   0 | 0.000000e+00 |      --      |    Inf 
  101s|  6900 |  1808 | 66243 |   8.8 |    80M | 412 |2290 |3895 |  11k|3895 |  10k|   0 |3257 |   0 | 0.000000e+00 |      --      |    Inf 
  102s|  7000 |  1804 | 66417 |   8.7 |    80M | 412 |   - |3895 |  11k|   0 |   0 |   0 |3290 |   0 | 0.000000e+00 |      --      |    Inf 
  102s|  7100 |  1805 | 66538 |   8.6 |    80M | 412 |2333 |3895 |  12k|3895 |  10k|   0 |3379 |   0 | 0.000000e+00 |      --      |    Inf 
  103s|  7200 |  1798 | 67806 |   8.7 |    80M | 412 |   - |3895 |  12k|   0 |   0 |   0 |3421 |   0 | 0.000000e+00 |      --      |    Inf 
  104s|  7300 |  1796 | 68080 |   8.6 |    80M | 412 |   - |3895 |  11k|   0 |   0 |   0 |3434 |   0 | 0.000000e+00 |      --      |    Inf 
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |frac |vars |cons |cols |rows |cuts |confs|strbr|  dualbound   | primalbound  |  gap   
  104s|  7400 |  1801 | 68483 |   8.5 |    80M | 412 |2119 |3895 |  12k|3895 |  10k|   0 |3493 |   0 | 0.000000e+00 |      --      |    Inf 
  105s|  7500 |  1799 | 68749 |   8.5 |    80M | 412 |   - |3895 |  12k|   0 |   0 |   0 |3571 |   0 | 0.000000e+00 |      --      |    Inf 
  106s|  7600 |  1800 | 69214 |   8.4 |    80M | 412 |2221 |3895 |  12k|3895 |  10k|   0 |3596 |   0 | 0.000000e+00 |      --      |    Inf 
  106s|  7700 |  1799 | 69384 |   8.3 |    80M | 412 |   - |3895 |  12k|   0 |   0 |   0 |3640 |   0 | 0.000000e+00 |      --      |    Inf 
